Date,ADBE,AMD,ADI,ANSS,AAPL,AMAT,ASML,ADSK,CDNS,CSCO,CTSH,INTC,INTU,KLAC,LRCX,MRVL,MU,MSFT,NVDA,ON,QCOM,ROP,SNPS,TXN
2003-01-02,12.75907039642334,7.010000228881836,16.333786010742188,5.0625,0.22374440729618073,10.290716171264648,6.204207897186279,7.227872848510742,11.65999984741211,9.325529098510742,2.7451868057250977,9.651309967041016,21.10584831237793,19.95473289489746,10.094954490661621,4.264741897583008,9.830761909484863,16.621496200561523,0.940998911857605,1.440000057220459,11.932063102722168,16.725276947021484,23.459999084472656,10.435283660888672
2003-01-03,13.107949256896973,6.940000057220459,16.40316390991211,5.0,0.2252555936574936,10.695569038391113,6.413337230682373,7.024898052215576,9.239999771118164,9.510126113891602,2.727327346801758,9.564570426940918,21.007688522338867,20.830686569213867,9.973642349243164,4.2411699295043945,9.988054275512695,16.643150329589844,0.940998911857605,1.5,11.469429016113281,16.975692749023438,21.125,10.493833541870117
2003-01-06,13.711017608642578,7.159999847412109,17.412195205688477,5.042500019073486,0.2252555936574936,11.343338966369629,6.650352478027344,7.227872848510742,9.800000190734863,9.708394050598145,2.729987859725952,9.934659957885742,21.52083396911621,21.813474655151367,10.892152786254883,4.545485973358154,10.3812837600708,16.946369171142578,1.0174415111541748,1.5700000524520874,12.00595474243164,17.243690490722656,21.815000534057617,11.08586311340332
2003-01-07,14.216135025024414,7.170000076293945,17.494176864624023,5.349999904632568,0.22450043261051178,11.262370109558105,6.587612628936768,7.539760589599609,9.359999656677246,9.9818696975708,2.5476088523864746,10.03874683380127,21.971498489379883,21.610496520996094,11.01346492767334,4.843377113342285,10.81383991241455,17.265066146850586,1.0143828392028809,1.7200000286102295,11.970616340637207,16.993263244628906,20.844999313354492,10.734545707702637
2003-01-08,13.528016090393066,6.690000057220459,17.0338077545166,5.414999961853027,0.21996434032917023,10.769181251525879,6.141467571258545,7.460550785064697,9.649999618530273,9.872481346130371,2.4526193141937256,9.645524978637695,20.815814971923828,21.033658981323242,10.736178398132324,4.779080867767334,9.87991714477539,16.78238296508789,0.9134798645973206,1.7200000286102295,11.765003204345703,16.69452476501465,21.049999237060547,10.409262657165527
2003-01-09,14.081502914428711,6.909999847412109,17.878873825073242,5.610000133514404,0.22193016111850739,11.070980072021484,6.071758270263672,7.564513206481934,10.130000114440918,10.221162796020508,2.444261074066162,9.865266799926758,22.341854095458984,21.610496520996094,11.464055061340332,5.004107475280762,9.781607627868652,17.268156051635742,0.929532527923584,1.9500000476837158,12.426824569702148,17.081140518188477,21.81999969482422,10.318177223205566
2003-01-10,14.285943984985352,7.409999847412109,18.250959396362305,5.599999904632568,0.22253461182117462,11.556807518005371,6.559730052947998,7.381341457366943,10.109999656677246,10.40575885772705,2.373208999633789,10.073441505432129,22.489107131958008,22.117923736572266,11.94930648803711,4.9098124504089355,10.115853309631348,17.302183151245117,0.9455850720405579,1.840000033378601,12.352932929992676,17.485321044921875,21.635000228881836,10.441788673400879
2003-01-13,14.236080169677734,7.449999809265137,17.468948364257812,5.545000076293945,0.22117412090301514,11.335978507995605,6.490018844604492,7.316983699798584,10.0,10.44678020477295,2.353830575942993,10.050312995910645,22.59174346923828,21.605173110961914,11.66335391998291,4.682643413543701,9.919238090515137,17.447620391845703,0.9379417300224304,1.7400000095367432,12.433248519897461,17.432605743408203,20.885000228881836,10.474321365356445
2003-01-14,14.515317916870117,7.429999828338623,17.664459228515625,5.522500038146973,0.22087188065052032,11.306532859802246,6.476076602935791,7.371440410614014,10.199999809265137,10.651888847351074,2.334453582763672,10.287400245666504,22.96656036376953,21.1778621673584,11.74134349822998,4.5647735595703125,10.027377128601074,17.627071380615234,0.9448211193084717,1.7200000286102295,12.63243293762207,17.393054962158203,21.485000610351562,10.487334251403809
2003-01-15,13.946871757507324,7.449999809265137,17.311290740966797,5.462500095367432,0.21815089881420135,10.63668155670166,6.183293342590332,7.896203517913818,10.0,10.378412246704102,2.335211992263794,10.032966613769531,22.444480895996094,20.536924362182617,11.143442153930664,4.509054660797119,9.791439056396484,17.41048812866211,0.9157729148864746,1.6799999475479126,12.327228546142578,17.30411720275879,21.25,10.350708961486816
